365.015078	144.9168806
343.1178511	153.2378268
321.2206242	161.5587731
300.637231	168.5658857
283.1194495	174.2591647
264.2878343	179.0765546
248.521831	183.8939445
231.441994	186.0836672
216.1139352	187.8354453
201.6617654	188.7113344
187.6475402	188.7113344
173.633315	187.8354453
160.4949789	185.2077781
147.7945873	182.5801109
136.8459738	179.0765546
122.3938041	174.6971092
111.8831352	169.4417747
100.4965772	163.3105512
89.98590827	155.4275495
78.16140575	146.6686588
69.40251499	138.3477126
57.14006793	129.1508773
47.5052881	119.0781529
39.18434188	108.567484
30.42545112	95.86709238
22.98039398	85.79436801
